,price,unit_price,xiaoqu,huxing,mianji,chaoxiang,zhuangxiu,dianti,house_type,area
203,465,单价53430元/平米,经纬观澜弘郡家园(三期)  , 2室2厅 , 87.03平米 , 南 北 , 精装 , 有电梯,低楼层(共14层)2009年建板楼  ,  上大
204,258,单价34465元/平米,杨泰三村  , 2室1厅 , 74.86平米 , 南 北 , 简装 , 无电梯,中楼层(共6层)1995年建板楼  ,  杨行
205,260,单价35322元/平米,浦江丽都  , 2室2厅 , 73.61平米 , 南 , 毛坯 , 有电梯,高楼层(共14层)2008年建板楼  ,  浦江
206,305,单价40591元/平米,中信泰富又一城  , 2室1厅 , 75.14平米 , 南 , 精装 , 有电梯,高楼层(共36层)2011年建板楼  ,  嘉定新城
207,1800,单价111732元/平米,盛世年华  , 3室2厅 , 161.1平米 , 南 , 简装 , 有电梯,中楼层(共9层)2005年建板楼  ,  源深
208,960,单价86215元/平米,五月花都荟豪庭  , 2室2厅 , 111.35平米 , 南 , 精装 , 有电梯,中楼层(共15层)2011年建板楼  ,  不夜城
209,575,单价78628元/平米,汉中小区  , 2室1厅 , 73.13平米 , 南 , 简装 , 有电梯,高楼层(共24层)1998年建塔楼  ,  不夜城
210,990,单价84163元/平米,鸿旭豪苑  , 2室2厅 , 117.63平米 , 南 , 简装 , 有电梯,中楼层(共33层)板楼  ,  北外滩
211,1130,单价73607元/平米,贵龙园  , 3室2厅 , 153.52平米 , 南 , 精装 , 有电梯,低楼层(共11层)2002年建板楼  ,  塘桥
212,760,单价55694元/平米,"枫庭丽苑,  ", 3室2厅 , 136.46平米 , 暂无数据 , 其他 , 有电梯,低楼层(共10层)2003年建板楼  ,  大华
213,299,单价50312元/平米,龙柏二村  , 2室1厅 , 59.43平米 , 南 , 毛坯 , 无电梯,低楼层(共6层)1994年建板楼  ,  龙柏
214,272,单价64106元/平米,蓝高小区  , 1室1厅 , 42.43平米 , 南 , 简装 , 无电梯,高楼层(共6层)1991年建板楼  ,  塘桥
215,860,单价73198元/平米,金柏苑  , 2室2厅 , 117.49平米 , 东北 , 精装 , 有电梯,高楼层(共32层)1997年建塔楼  ,  静安寺
216,415,单价40552元/平米,远洋7号  , 3室2厅 , 102.34平米 , 南 , 精装 , 有电梯,高楼层(共12层)2013年建板楼  ,  罗店
217,485,单价46788元/平米,沈默花苑  , 2室2厅 , 103.66平米 , 南 , 精装 , 有电梯,中楼层(共11层)2008年建板楼  ,  周浦
218,280,单价48917元/平米,梅陇二村  , 2室1厅 , 57.24平米 , 南 , 简装 , 无电梯,高楼层(共6层)1988年建板楼  ,  梅陇
219,340,单价51438元/平米,东兰小区  , 2室1厅 , 66.1平米 , 南 , 毛坯 , 无电梯,中楼层(共6层)1989年建板楼  ,  古美
220,290,单价18955元/平米,布鲁斯小镇(公寓)  , 2室2厅 , 153平米 , 暂无数据 , 毛坯 , 有电梯,低楼层(共16层)2011年建板楼  ,  惠南
221,410,单价68574元/平米,乐山八九村  , 2室1厅 , 59.79平米 , 南 , 精装 , 有电梯,低楼层(共18层)1991年建塔楼  ,  徐家汇
222,625,单价53704元/平米,中环一号(一期)  , 3室2厅 , 116.38平米 , 西 , 精装 , 有电梯,中楼层(共13层)2008年建板楼  ,  大华
223,300,单价54715元/平米,川杨新苑(一期)  , 1室1厅 , 54.83平米 , 南 , 简装 , 无电梯,低楼层(共6层)2007年建板楼  ,  张江
224,698,单价61137元/平米,春申玫瑰苑  , 3室2厅 , 114.17平米 , 南 , 毛坯 , 有电梯,低楼层(共12层)2006年建板楼  ,  莘庄
225,680,单价78595元/平米,新梅共和城  , 2室2厅 , 86.52平米 , 南 , 简装 , 无电梯,低楼层(共6层)2002年建板楼  ,  大宁
226,225,单价39711元/平米,永清新村  , 2室1厅 , 56.66平米 , 南 北 , 简装 , 无电梯,中楼层(共6层)1989年建板楼  ,  淞宝
227,265,单价45191元/平米,九亭明珠苑(公寓)  , 1室1厅 , 58.64平米 , 南 , 精装 , 有电梯,中楼层(共14层)2006年建板楼  ,  九亭
228,395,单价69141元/平米,华盛大楼  , 2室1厅 , 57.13平米 , 南 , 简装 , 有电梯,中楼层(共14层)塔楼  ,  不夜城
229,280,单价40504元/平米,中虹家园  , 2室1厅 , 69.13平米 , 南 , 精装 , 有电梯,低楼层(共18层)2011年建板楼  ,  曹路
230,666,单价84017元/平米,泰莱大厦  , 2室1厅 , 79.27平米 , 西南 , 精装 , 有电梯,低楼层(共23层)2006年建塔楼  ,  斜土路
231,305,单价58151元/平米,龙潭小区  , 2室1厅 , 52.45平米 , 南 , 精装 , 无电梯,高楼层(共6层)1994年建板楼  ,  阳城
232,332,单价51473元/平米,浦三小区  , 2室1厅 , 64.5平米 , 南 , 精装 , 无电梯,高楼层(共6层)1997年建板楼  ,  金桥
233,320,单价50024元/平米,锦秋花园(公寓)  , 1室1厅 , 63.97平米 , 南 , 简装 , 有电梯,高楼层(共16层)2007年建板楼  ,  上大
234,1500,单价101882元/平米,虹桥乐庭  , 3室2厅 , 147.23平米 , 南 , 毛坯 , 有电梯,中楼层(共28层)板楼  ,  徐家汇
235,1200,单价77706元/平米,玉兰花苑  , 3室2厅 , 154.43平米 , 东 , 毛坯 , 有电梯,中楼层(共25层)1992年建塔楼  ,  徐家汇
236,608,单价62578元/平米,环球翡翠湾花园(公寓)  , 2室2厅 , 97.16平米 , 南 北 , 精装 , 有电梯,低楼层(共12层)2006年建板楼  ,  三林
237,1160,单价53704元/平米,好世樱园   , 联排别墅 , 4室2厅 , 216平米 , 南 , 精装 ,3层2002年建板楼  ,  颛桥
238,495,单价56689元/平米,金属新村  , 2室1厅 , 87.32平米 , 南 , 简装 , 无电梯,高楼层(共6层)1995年建板楼  ,  凉城
239,298,单价35672元/平米,保利家园(公寓)  , 2室2厅 , 83.54平米 , 南 , 精装 , 有电梯,低楼层(共26层)2009年建板楼  ,  嘉定新城
240,340,单价66071元/平米,延吉二村  , 2室1厅 , 51.46平米 , 南 , 简装 , 无电梯,中楼层(共6层)1984年建板楼  ,  黄兴公园
241,900,单价63358元/平米,锦绣江南(一期)  , 4室2厅 , 142.05平米 , 南 , 精装 , 有电梯,低楼层(共10层)板楼  ,  金汇
242,1300,单价63393元/平米,生安花苑  , 3室2厅 , 205.07平米 , 南 , 精装 , 有电梯,高楼层(共11层)2001年建板楼  ,  源深
243,195,单价56359元/平米,管弄四街坊  , 1室0厅 , 34.6平米 , 南 , 精装 , 无电梯,高楼层(共6层)1986年建板楼  ,  光新
244,1560,单价87533元/平米,汇翠花园  , 3室2厅 , 178.22平米 , 南 , 简装 , 有电梯,中楼层(共34层)2003年建塔楼  ,  徐家汇
245,1500,单价101882元/平米,虹桥乐庭  , 3室2厅 , 147.23平米 , 南 , 毛坯 , 有电梯,中楼层(共28层)板楼  ,  徐家汇
246,1200,单价77706元/平米,玉兰花苑  , 3室2厅 , 154.43平米 , 东 , 毛坯 , 有电梯,中楼层(共25层)1992年建塔楼  ,  徐家汇
247,320,单价50024元/平米,锦秋花园(公寓)  , 1室1厅 , 63.97平米 , 南 , 简装 , 有电梯,高楼层(共16层)2007年建板楼  ,  上大
248,190,单价31906元/平米,德盈佳园  , 1室1厅 , 59.55平米 , 南 , 精装 , 无电梯,低楼层(共6层)2008年建板楼  ,  惠南
249,440,单价39780元/平米,周康四村  , 3室2厅 , 110.61平米 , 南 , 精装 , 无电梯,低楼层(共5层)2001年建板楼  ,  康桥
250,308,单价37289元/平米,周康一村  , 2室2厅 , 82.6平米 , 南 , 简装 , 无电梯,高楼层(共6层)板楼  ,  康桥
251,207,单价47175元/平米,景凤小区  , 1室1厅 , 43.88平米 , 南 , 简装 , 无电梯,低楼层(共6层)1993年建板楼  ,  彭浦
252,370,单价48215元/平米,三林世博家园(东书房路560弄)  , 2室1厅 , 76.74平米 , 南 , 精装 , 有电梯,低楼层(共17层)2006年建板楼  ,  三林
253,280,单价24703元/平米,新南家园  , 2室2厅 , 113.35平米 , 南 , 简装 , 有电梯,中楼层(共16层)2005年建板楼  ,  西渡
254,575,单价76841元/平米,百花村  , 3室1厅 , 74.83平米 , 南 , 毛坯 , 无电梯,高楼层(共6层)1981年建板楼  ,  新华路
255,546,单价46936元/平米,万科城市花园  , 3室2厅 , 116.33平米 , 南 , 简装 , 有电梯,低楼层(共12层)1995年建塔楼  ,  七宝
256,218,单价29365元/平米,晨阳小区  , 2室1厅 , 74.24平米 , 南 , 简装 , 无电梯,高楼层(共6层)1997年建板楼  ,  川沙
257,254,单价28656元/平米,九华苑  , 3室1厅 , 88.64平米 , 南 , 简装 , 无电梯,中楼层(共6层)2003年建板楼  ,  南桥
258,790,单价70986元/平米,梓树园  , 2室2厅 , 111.29平米 , 南 , 简装 , 有电梯,中楼层(共23层)1998年建塔楼  ,  康健
259,1160,单价53704元/平米,好世樱园   , 联排别墅 , 4室2厅 , 216平米 , 南 , 精装 ,3层2002年建板楼  ,  颛桥
260,360,单价53893元/平米,海棠苑  , 2室1厅 , 66.8平米 , 南 , 精装 , 有电梯,低楼层(共7层)1996年建板楼  ,  真如
261,618,单价65349元/平米,纯翠苑  , 2室2厅 , 94.57平米 , 南 , 简装 , 无电梯,低楼层(共6层)2001年建板楼  ,  三林
262,495,单价56689元/平米,金属新村  , 2室1厅 , 87.32平米 , 南 , 简装 , 无电梯,高楼层(共6层)1995年建板楼  ,  凉城
263,608,单价62578元/平米,环球翡翠湾花园(公寓)  , 2室2厅 , 97.16平米 , 南 北 , 精装 , 有电梯,低楼层(共12层)2006年建板楼  ,  三林
264,1420,单价48661元/平米,晶苑   , 独栋别墅 , 4室2厅 , 291.82平米 , 南 , 毛坯 ,2层板楼  ,  莘闵别墅
265,370,单价44101元/平米,新虹桥首府(公寓)  , 2室2厅 , 83.9平米 , 南 , 其他 , 有电梯,低楼层(共19层)2011年建塔楼  ,  九亭
266,630,单价77453元/平米,爱中爱华公寓  , 1室2厅 , 81.34平米 , 西南 , 精装 , 有电梯,高楼层(共20层)1997年建塔楼  ,  万体馆
267,1150,单价78698元/平米,金轩大邸  , 3室2厅 , 146.13平米 , 暂无数据 , 精装 , 有电梯,低楼层(共31层)2006年建板楼  ,  临平路
268,285,单价47643元/平米,古美小区  , 2室1厅 , 59.82平米 , 南 , 精装 , 无电梯,高楼层(共6层)1990年建板楼  ,  古美
269,285,单价30182元/平米,润和苑  , 2室2厅 , 94.43平米 , 南 , 简装 , 无电梯,低楼层(共5层)2003年建板楼  ,  泗泾
270,558,单价71420元/平米,浦发御园  , 2室2厅 , 78.13平米 , 南 , 精装 , 有电梯,中楼层(共12层)2013年建板楼  ,  三林
271,689,单价54415元/平米,贝越流明新苑  , 3室2厅 , 126.62平米 , 南 , 精装 , 无电梯,高楼层(共6层)2003年建板楼  ,  张江
272,980,单价90365元/平米,金瓯万国大厦  , 2室2厅 , 108.45平米 , 东 东南 南 , 精装 , 有电梯,高楼层(共28层)1999年建塔楼  ,  人民广场
273,330,单价37079元/平米,红墅1858(公寓)  , 2室2厅 , 89平米 , 南 , 毛坯 , 有电梯,高楼层(共8层)2011年建板楼  ,  松江新城
274,630,单价71632元/平米,印象欧洲(公寓)  , 2室1厅 , 87.95平米 , 南 , 精装 , 有电梯,高楼层(共15层)2011年建板楼  ,  华泾
275,705,单价74211元/平米,嘉利明珠城  , 2室2厅 , 95平米 , 南 , 简装 , 有电梯,中楼层(共35层)2005年建板楼  ,  闸北公园
276,285,单价30182元/平米,润和苑  , 2室2厅 , 94.43平米 , 南 , 简装 , 无电梯,低楼层(共5层)2003年建板楼  ,  泗泾
277,550,单价55000元/平米,双秀北园  , 5室3厅 , 100平米 , 暂无数据 , 精装 , 无电梯,高楼层(共6层)2003年建板楼  ,  康桥
278,320,单价31193元/平米,珠江新城  , 2室2厅 , 102.59平米 , 南 , 简装 , 有电梯,低楼层(共18层)2005年建板楼  ,  松江新城
279,535,单价45813元/平米,三春汇秀苑  , 2室2厅 , 116.78平米 , 南 , 精装 , 有电梯,低楼层(共17层)2005年建板楼  ,  莘庄
280,1450,单价91709元/平米,丽致公寓  , 3室2厅 , 158.11平米 , 南 , 精装 , 有电梯,高楼层(共20层)2004年建板楼  ,  江宁路
281,345,单价36073元/平米,龙湖郦城  , 2室2厅 , 95.64平米 , 南 , 简装 , 有电梯,低楼层(共29层)2011年建板楼  ,  嘉定新城
282,350,单价40426元/平米,粤亮湾景苑  , 2室2厅 , 86.58平米 , 南 , 精装 , 有电梯,中楼层(共12层)2010年建板楼  ,  周浦
283,380,单价43031元/平米,万科阳光苑  , 3室2厅 , 88.31平米 , 南 , 精装 , 有电梯,高楼层(共11层)2009年建板楼  ,  吴泾
284,185,单价32750元/平米,双柏小区  , 2室1厅 , 56.49平米 , 南 , 简装 , 无电梯,高楼层(共6层)1990年建板楼  ,  吴泾
285,720,单价83189元/平米,新江湾佳苑  , 3室2厅 , 86.55平米 , 南 , 精装 , 有电梯,低楼层(共8层)2009年建板楼  ,  五角场
286,655,单价61347元/平米,众和金融大厦  , 2室1厅 , 106.77平米 , 南 , 简装 , 有电梯,中楼层(共28层)1998年建板楼  ,  周家嘴路
287,1430,单价85262元/平米,上海绿城  , 4室2厅 , 167.72平米 , 南 , 精装 , 有电梯,高楼层(共18层)2004年建板楼  ,  杨东
288,735,单价51871元/平米,保利御樽苑(公寓)  , 3室2厅 , 141.7平米 , 南 , 精装 , 有电梯,低楼层(共11层)2013年建板楼  ,  唐镇
289,1180,单价95539元/平米,大宁瑞仕花园  , 3室2厅 , 123.51平米 , 南 , 精装 , 有电梯,低楼层(共23层)2013年建板楼  ,  大宁
290,1250,单价91381元/平米,世茂湖滨花园(公寓)  , 3室2厅 , 136.79平米 , 南 , 精装 , 有电梯,低楼层(共30层)2003年建板楼  ,  碧云
291,372,单价45015元/平米,浦发绿城  , 2室2厅 , 82.64平米 , 南 , 毛坯 , 无电梯,高楼层(共6层)2004年建板楼  ,  三林
292,1350,单价90995元/平米,瑞虹新城二期(优贤生活)  , 3室2厅 , 148.36平米 , 南 , 精装 , 有电梯,中楼层(共39层)2004年建板楼  ,  临平路
293,895,单价66916元/平米,万科假日风景(公寓)  , 3室2厅 , 133.75平米 , 南 , 精装 , 有电梯,中楼层(共11层)2004年建板楼  ,  莘庄
294,490,单价39304元/平米,嘉宝紫提湾(公寓)  , 3室2厅 , 124.67平米 , 南 北 , 精装 , 有电梯,低楼层(共18层)2012年建板楼  ,  嘉定新城
295,1720,单价125649元/平米,耀江花园  , 3室2厅 , 136.89平米 , 南 , 精装 , 有电梯,中楼层(共26层)2002年建板楼  ,  世博滨江
296,560,单价62085元/平米,名都新城  , 2室2厅 , 90.2平米 , 南 , 简装 , 有电梯,高楼层(共16层)2002年建板楼  ,  莘庄
297,755,单价83352元/平米,绿洲城市花园  , 2室2厅 , 90.58平米 , 南 , 简装 , 有电梯,低楼层(共14层)1998年建板楼  ,  长寿路
298,1560,单价117852元/平米,永新城  , 3室2厅 , 132.37平米 , 南 , 精装 , 有电梯,中楼层(共21层)2007年建塔楼  ,  徐家汇
299,315,单价45779元/平米,共康七村  , 2室1厅 , 68.81平米 , 南 , 简装 , 无电梯,中楼层(共6层)1995年建板楼  ,  共康
